"Plot Title: site1km"
"#","Date Time, GMT-07:00","Pressure, mbar (LGR S/N: 21623136, SEN S/N: 21318865)","Voltage, V (LGR S/N: 21623136, SEN S/N: 21378796)","Current, mA (LGR S/N: 21623136, SEN S/N: 21378796)","Temp, °C (LGR S/N: 21623136, SEN S/N: 21549906)","RH, % (LGR S/N: 21623136, SEN S/N: 21549906)","Wind Speed, m/s (LGR S/N: 21623136, SEN S/N: 21550054)","Gust Speed, m/s (LGR S/N: 21623136, SEN S/N: 21550054)","Wind Direction, ø (LGR S/N: 21623136, SEN S/N: 21550054)"
65,01/07/23 03:17:49 AM,839.450,-0.1988,0.0000,-7.584,94.827,1.00,1.34,148.8
66,01/07/23 03:27:49 AM,839.350,-0.1988,0.0000,-7.523,94.908,1.00,1.67,154.4
67,01/07/23 03:37:49 AM,839.350,-0.2039,0.0000,-7.230,95.026,1.00,1.34,147.4
68,01/07/23 03:47:49 AM,839.450,-0.1988,0.0000,-7.241,95.082,0.67,1.00,144.6
69,01/07/23 03:57:49 AM,839.350,-0.1988,0.0000,-7.222,95.166,0.67,1.00,144.6
70,01/07/23 04:07:49 AM,839.250,-0.2039,0.0000,-7.397,94.820,0.67,1.00,144.6
71,01/07/23 04:17:49 AM,839.150,-0.2039,0.0000,-7.799,94.517,0.67,1.00,144.6
72,01/07/23 04:27:49 AM,839.150,-0.2039,0.0000,-8.249,94.314,0.67,1.00,144.6
73,01/07/23 04:37:49 AM,839.050,-0.1988,0.0000,-8.448,94.298,0.67,1.00,144.6
74,01/07/23 04:47:49 AM,839.050,-0.2039,0.0000,-8.603,94.185,0.67,1.00,144.6
75,01/07/23 04:57:49 AM,839.050,-0.1988,0.0000,-9.118,93.866,0.67,1.00,144.6
76,01/07/23 05:07:49 AM,839.150,-0.2039,0.0000,-9.246,93.948,0.67,1.00,144.6
77,01/07/23 05:17:49 AM,839.050,-0.1988,0.0000,-9.126,94.063,0.33,1.00,144.6
78,01/07/23 05:27:49 AM,839.050,-0.2039,0.0000,-9.107,94.008,0.00,0.00,144.6
79,01/07/23 05:37:49 AM,839.050,-0.2039,0.0000,-9.249,93.854,0.00,0.00,144.6
80,01/07/23 05:47:49 AM,839.050,-0.2039,0.0000,-9.372,93.893,0.33,1.00,144.6
81,01/07/23 05:57:49 AM,838.950,-0.2039,0.0000,-9.504,93.736,0.67,1.00,144.6
82,01/07/23 06:07:49 AM,838.950,-0.2039,0.0000,-9.775,93.544,0.67,1.00,144.6
83,01/07/23 06:17:49 AM,839.050,-0.2039,0.0000,-10.145,93.362,0.67,1.34,144.6
84,01/07/23 06:27:49 AM,838.950,-0.1988,0.0000,-10.364,93.318,1.00,1.34,144.6
85,01/07/23 06:37:49 AM,838.950,-0.1988,0.0000,-10.587,93.169,1.00,1.34,143.2
86,01/07/23 06:47:49 AM,838.850,-0.1988,0.0000,-10.531,93.414,1.00,1.34,143.2
87,01/07/23 06:57:49 AM,838.850,-0.2039,0.0000,-10.490,93.292,1.34,1.67,143.2
88,01/07/23 07:07:49 AM,838.850,-0.2039,0.0000,-10.509,93.297,1.34,1.67,143.2
89,01/07/23 07:17:49 AM,838.850,-0.2039,0.0000,-10.619,93.173,1.34,1.67,143.2
90,01/07/23 07:27:49 AM,838.950,-0.2039,0.0000,-10.788,93.095,1.34,1.67,143.2
91,01/07/23 07:37:49 AM,838.950,-0.2039,0.0000,-10.973,92.976,1.34,1.67,143.2
92,01/07/23 07:47:49 AM,838.950,-0.2039,0.0000,-11.263,92.862,1.34,1.67,143.2
93,01/07/23 07:57:49 AM,838.850,-0.2039,0.0000,-11.289,92.950,1.67,2.00,141.8
94,01/07/23 08:07:49 AM,838.850,-0.2039,0.0000,-11.088,92.987,1.67,2.00,141.8
95,01/07/23 08:17:49 AM,838.950,-0.2039,0.0000,-11.238,92.863,1.00,1.67,141.8
96,01/07/23 08:27:49 AM,838.850,-0.1988,0.0000,-11.190,92.882,1.00,1.34,141.8
97,01/07/23 08:37:49 AM,838.850,-0.2039,0.0000,-11.080,92.851,1.00,1.34,141.8
98,01/07/23 08:47:49 AM,838.950,-0.2039,0.0000,-11.305,92.490,1.00,1.34,141.8
99,01/07/23 08:57:49 AM,838.950,-0.1988,0.0000,-11.252,92.657,1.00,1.34,141.8
100,01/07/23 09:07:49 AM,838.950,-0.2039,0.0000,-11.214,92.624,1.34,1.67,141.8
101,01/07/23 09:17:49 AM,838.650,-0.1988,0.0000,-10.952,92.584,1.00,1.34,141.8
102,01/07/23 09:27:49 AM,838.650,-0.2039,0.0000,-10.753,92.500,1.00,1.67,141.8
103,01/07/23 09:37:49 AM,838.650,-0.2039,0.0000,-10.220,92.876,1.00,1.34,141.8
104,01/07/23 09:47:49 AM,838.550,-0.1988,0.0000,-10.161,92.175,0.67,1.00,141.8
105,01/07/23 09:57:49 AM,838.350,-0.1988,0.0000,-9.193,92.299,0.67,1.00,141.8
106,01/07/23 10:07:49 AM,838.250,-0.1988,0.0000,-8.713,93.190,0.67,1.34,141.8
107,01/07/23 10:17:49 AM,838.350,-0.1988,0.0000,-7.992,93.136,0.00,0.67,141.8
108,01/07/23 10:27:49 AM,838.450,-0.2039,0.0000,-7.456,93.521,0.00,0.67,141.8
109,01/07/23 10:37:49 AM,838.450,-0.1988,0.0000,-8.263,93.313,0.00,0.67,141.8
110,01/07/23 10:47:49 AM,838.450,-0.2039,0.0000,-9.110,92.824,0.33,0.67,141.8
111,01/07/23 10:57:49 AM,838.450,-0.2039,0.0000,-8.949,92.630,0.00,0.67,141.8
112,01/07/23 11:07:49 AM,838.450,-0.1988,0.0000,-9.305,92.749,0.67,1.00,141.8
113,01/07/23 11:17:49 AM,838.350,-0.2039,0.0000,-9.011,92.557,1.00,1.34,140.4
114,01/07/23 11:27:49 AM,837.950,-0.1988,0.0000,-7.901,92.755,0.67,1.34,140.4
115,01/07/23 11:37:49 AM,837.750,-0.1988,0.0000,-5.890,93.040,0.00,0.67,140.4
116,01/07/23 11:47:49 AM,837.850,-0.2039,0.0000,-6.375,91.844,0.00,0.00,140.4
117,01/07/23 11:57:49 AM,837.550,-0.1988,0.0000,-7.748,90.962,0.00,0.00,140.4
118,01/07/23 12:07:49 PM,837.850,-0.2039,0.0000,-7.670,91.060,0.00,0.00,140.4
119,01/07/23 12:17:49 PM,837.650,-0.1988,0.0000,-7.807,91.971,0.00,0.00,141.8
120,01/07/23 12:27:49 PM,837.350,-0.2039,0.0000,-6.780,90.622,0.00,0.00,141.8
121,01/07/23 12:37:49 PM,837.550,-0.2039,0.0000,-6.506,93.474,0.00,0.00,140.4
122,01/07/23 12:47:49 PM,837.350,-0.2039,0.0000,-6.233,93.825,0.67,1.34,140.4
123,01/07/23 12:57:49 PM,836.950,-0.2039,0.0000,-5.421,93.570,1.00,1.34,139.0
124,01/07/23 01:07:49 PM,836.650,-0.2039,0.0000,-4.740,92.825,2.00,3.34,110.9
125,01/07/23 01:17:49 PM,836.550,-0.2039,0.0000,-4.839,92.763,3.34,4.01,112.3
126,01/07/23 01:27:49 PM,836.650,-0.2039,0.0000,-4.946,93.286,3.34,4.34,112.3
127,01/07/23 01:37:49 PM,836.150,-0.2039,0.0000,-4.464,93.069,5.01,6.01,108.1
128,01/07/23 01:47:49 PM,836.150,-0.2039,0.0000,-4.179,93.027,4.68,5.68,117.9
129,01/07/23 01:57:49 PM,835.850,-0.2039,0.0000,-3.509,92.860,5.01,6.35,130.6
130,01/07/23 02:07:49 PM,835.250,-0.1988,0.0000,-1.954,91.334,5.34,6.35,124.9
131,01/07/23 02:17:49 PM,834.950,-0.2039,0.0000,-1.474,90.204,5.34,6.35,122.1
132,01/07/23 02:27:49 PM,835.050,-0.1988,0.0000,-2.029,90.445,5.34,7.35,123.5
133,01/07/23 02:37:49 PM,834.950,-0.2039,0.0000,-2.008,90.797,6.01,8.02,119.3
134,01/07/23 02:47:49 PM,835.350,-0.2039,0.0000,-2.555,92.569,6.68,8.35,120.7
135,01/07/23 02:57:49 PM,835.550,-0.2039,0.0000,-2.871,93.397,6.68,7.68,122.1
136,01/07/23 03:07:49 PM,835.650,-0.1988,0.0000,-2.777,93.927,6.35,7.68,119.3
137,01/07/23 03:17:49 PM,835.550,-0.2039,0.0000,-2.565,94.305,6.68,8.02,116.5
138,01/07/23 03:27:49 PM,835.450,-0.2039,0.0000,-2.681,94.275,6.68,8.02,115.1
139,01/07/23 03:37:49 PM,835.450,-0.1988,0.0000,-2.943,94.421,6.35,8.35,115.1
140,01/07/23 03:47:49 PM,835.550,-0.2039,0.0000,-3.212,94.842,6.35,8.35,117.9
141,01/07/23 03:57:49 PM,835.550,-0.2039,0.0000,-2.986,94.513,5.68,7.35,117.9
142,01/07/23 04:07:49 PM,835.450,-0.2039,0.0000,-2.788,94.365,6.01,7.35,112.3
143,01/07/23 04:17:49 PM,835.850,-0.2039,0.0000,-3.397,94.963,5.34,7.01,109.5
144,01/07/23 04:27:49 PM,835.950,-0.2039,0.0000,-3.935,95.051,4.01,5.01,95.5
145,01/07/23 04:37:49 PM,835.950,-0.2039,0.0000,-4.214,94.821,4.01,5.34,103.9
146,01/07/23 04:47:49 PM,835.950,-0.2039,0.0000,-4.442,95.265,4.01,6.35,112.3
147,01/07/23 04:57:49 PM,836.050,-0.2039,0.0000,-4.496,95.006,4.34,5.34,108.1
148,01/07/23 05:07:49 PM,835.950,-0.2039,0.0000,-4.380,95.283,5.01,6.35,115.1
149,01/07/23 05:17:49 PM,836.050,-0.2039,0.0000,-4.474,95.126,4.68,6.35,103.9
150,01/07/23 05:27:49 PM,836.150,-0.2039,0.0000,-4.689,95.055,4.01,5.01,91.3
151,01/07/23 05:37:49 PM,836.050,-0.2039,0.0000,-4.397,95.106,4.68,6.01,96.9
152,01/07/23 05:47:49 PM,836.050,-0.2039,0.0000,-4.565,94.694,4.01,5.01,95.5
153,01/07/23 05:57:49 PM,835.950,-0.2039,0.0000,-4.804,94.830,4.34,5.34,101.1
154,01/07/23 06:07:49 PM,835.750,-0.2039,0.0000,-4.557,94.902,4.68,6.01,109.5
155,01/07/23 06:17:49 PM,835.650,-0.2039,0.0000,-4.678,94.411,5.34,6.01,113.7
156,01/07/23 06:27:49 PM,835.550,-0.1988,0.0000,-5.051,94.685,5.01,6.01,110.9
157,01/07/23 06:37:49 PM,835.650,-0.1988,0.0000,-5.386,94.661,3.34,4.68,122.1
158,01/07/23 06:47:49 PM,835.750,-0.1988,0.0000,-5.946,95.377,2.00,2.67,132.0
159,01/07/23 06:57:49 PM,835.650,-0.1988,0.0000,-6.190,95.892,2.34,3.34,113.7
160,01/07/23 07:07:49 PM,835.550,-0.1988,0.0000,-6.657,95.715,2.34,3.34,102.5
161,01/07/23 07:17:49 PM,835.650,-0.2039,0.0000,-6.673,96.416,2.00,2.67,91.3
162,01/07/23 07:27:49 PM,835.650,-0.2039,0.0000,-6.968,95.853,2.00,2.34,94.1
163,01/07/23 07:37:49 PM,835.650,-0.1988,0.0000,-7.276,96.141,2.00,2.67,87.0
164,01/07/23 07:47:49 PM,835.550,-0.2039,0.0000,-7.879,95.813,1.34,2.34,96.9
165,01/07/23 07:57:49 PM,835.750,-0.1988,0.0000,-8.697,95.904,0.67,1.67,133.4
166,01/07/23 08:07:49 PM,835.550,-0.1988,0.0000,-9.131,95.721,0.67,1.34,147.4
167,01/07/23 08:17:49 PM,835.550,-0.2039,0.0000,-10.107,95.837,1.00,1.67,122.1
168,01/07/23 08:27:49 PM,835.450,-0.1988,0.0000,-9.000,98.094,2.34,3.01,81.4
169,01/07/23 08:37:49 PM,835.450,-0.2039,0.0000,-8.088,96.831,2.67,3.34,84.2
170,01/07/23 08:47:49 PM,835.350,-0.2039,0.0000,-7.836,96.411,3.34,4.01,78.6
171,01/07/23 08:57:49 PM,835.250,-0.2039,0.0000,-7.128,96.773,3.01,4.01,75.8
172,01/07/23 09:07:49 PM,835.250,-0.1988,0.0000,-7.496,95.615,2.67,4.01,80.0
173,01/07/23 09:17:49 PM,835.150,-0.2039,0.0000,-7.917,95.343,2.67,3.67,94.1
174,01/07/23 09:27:49 PM,835.250,-0.2039,0.0000,-8.099,96.144,2.67,3.01,95.5
175,01/07/23 09:37:49 PM,835.150,-0.2039,0.0000,-8.070,96.381,2.34,3.34,108.1
176,01/07/23 09:47:49 PM,835.050,-0.2039,0.0000,-8.356,96.370,2.00,2.67,92.7
177,01/07/23 09:57:49 PM,835.050,-0.1988,0.0000,-8.225,96.631,2.00,2.34,91.3
178,01/07/23 10:07:49 PM,834.950,-0.2039,0.0000,-7.831,96.800,2.34,3.01,101.1
179,01/07/23 10:17:49 PM,834.750,-0.2039,0.0000,-8.035,95.706,2.34,3.34,119.3
180,01/07/23 10:27:49 PM,834.750,-0.2039,0.0000,-8.431,96.255,2.00,2.67,106.7
181,01/07/23 10:37:49 PM,834.550,-0.2039,0.0000,-8.793,95.654,2.67,3.01,94.1
182,01/07/23 10:47:49 PM,834.350,-0.2039,0.0000,-8.930,95.467,2.34,3.01,109.5
183,01/07/23 10:57:49 PM,834.250,-0.2039,0.0000,-8.935,96.410,1.67,2.67,139.0
184,01/07/23 11:07:49 PM,834.150,-0.2039,0.0000,-8.389,96.030,1.67,3.67,158.6
185,01/07/23 11:17:49 PM,833.950,-0.2039,0.0000,-9.011,94.441,1.67,3.01,141.8
186,01/07/23 11:27:49 PM,833.750,-0.1988,0.0000,-8.442,96.672,3.34,5.01,106.7
187,01/07/23 11:37:49 PM,834.050,-0.1988,0.0000,-7.764,95.737,1.34,2.67,129.2
188,01/07/23 11:47:49 PM,834.150,-0.2039,0.0000,-7.970,95.911,0.33,1.34,193.7
189,01/07/23 11:57:49 PM,834.050,-0.2039,0.0000,-7.565,95.709,1.67,2.34,116.5
190,01/08/23 12:07:49 AM,834.050,-0.2039,0.0000,-7.740,95.836,1.00,2.34,158.6
191,01/08/23 12:17:49 AM,834.050,-0.2039,0.0000,-7.351,96.117,2.00,3.01,210.6
192,01/08/23 12:27:49 AM,833.950,-0.1988,0.0000,-7.011,96.118,1.34,2.34,134.8
193,01/08/23 12:37:49 AM,833.850,-0.2039,0.0000,-6.949,95.982,2.00,2.67,110.9
194,01/08/23 12:47:49 AM,833.650,-0.1988,0.0000,-7.163,95.735,2.00,2.67,105.3
195,01/08/23 12:57:49 AM,833.450,-0.2039,0.0000,-7.568,95.369,2.34,2.67,105.3
196,01/08/23 01:07:49 AM,833.450,-0.2039,0.0000,-7.657,96.323,2.00,3.01,124.9
197,01/08/23 01:17:49 AM,833.150,-0.2039,0.0000,-6.855,95.674,3.01,4.34,119.3
198,01/08/23 01:27:49 AM,832.950,-0.2039,0.0000,-8.338,94.113,2.34,3.01,115.1
199,01/08/23 01:37:49 AM,832.950,-0.1988,0.0000,-10.179,94.211,2.00,2.67,119.3
200,01/08/23 01:47:49 AM,832.850,-0.2039,0.0000,-9.547,96.481,3.01,5.01,136.2
201,01/08/23 01:57:49 AM,832.650,-0.1988,0.0000,-9.579,93.686,3.01,3.34,115.1
202,01/08/23 02:07:49 AM,832.750,-0.2039,0.0000,-10.490,95.167,2.67,3.01,122.1
203,01/08/23 02:17:49 AM,832.550,-0.2039,0.0000,-9.080,95.770,3.34,3.67,120.7
204,01/08/23 02:27:49 AM,832.350,-0.1988,0.0000,-8.807,95.203,3.67,5.01,109.5
205,01/08/23 02:37:49 AM,831.950,-0.2039,0.0000,-9.067,94.345,3.67,4.68,115.1
206,01/08/23 02:47:49 AM,831.950,-0.1988,0.0000,-9.429,95.346,4.34,5.68,157.2
207,01/08/23 02:57:49 AM,831.850,-0.2039,0.0000,-9.407,94.542,3.67,6.35,146.0
208,01/08/23 03:07:49 AM,831.750,-0.2039,0.0000,-8.603,95.746,4.01,5.34,127.8
209,01/08/23 03:17:49 AM,831.650,-0.2039,0.0000,-8.220,95.050,4.68,5.68,113.7
210,01/08/23 03:27:49 AM,831.750,-0.2039,0.0000,-8.592,95.248,4.01,5.68,119.3
211,01/08/23 03:37:49 AM,831.450,-0.2039,0.0000,-8.689,94.768,5.01,7.01,106.7
212,01/08/23 03:47:49 AM,831.250,-0.2039,0.0000,-8.552,95.203,6.01,7.01,99.7
213,01/08/23 03:57:49 AM,831.150,-0.1988,0.0000,-8.496,95.093,5.01,6.68,106.7
214,01/08/23 04:07:49 AM,831.350,-0.1988,0.0000,-8.485,95.410,4.34,5.68,122.1
215,01/08/23 04:17:49 AM,831.350,-0.1988,0.0000,-8.137,95.048,4.68,5.68,122.1
216,01/08/23 04:27:49 AM,831.650,-0.2039,0.0000,-8.860,94.907,3.01,4.01,140.4
217,01/08/23 04:37:49 AM,831.650,-0.2039,0.0000,-8.651,95.286,3.01,4.01,129.2
218,01/08/23 04:47:49 AM,831.650,-0.1988,0.0000,-8.662,95.163,3.01,4.68,116.5
219,01/08/23 04:57:49 AM,831.650,-0.2039,0.0000,-8.346,95.387,4.34,5.68,113.7
220,01/08/23 05:07:49 AM,831.750,-0.1988,0.0000,-7.673,95.314,4.68,6.01,110.9
221,01/08/23 05:17:49 AM,831.850,-0.2039,0.0000,-7.742,95.061,4.34,5.34,115.1
222,01/08/23 05:27:49 AM,831.750,-0.2039,0.0000,-8.166,94.795,3.01,3.67,123.5
223,01/08/23 05:37:49 AM,831.650,-0.2039,0.0000,-7.858,95.532,3.67,6.68,165.7
224,01/08/23 05:47:49 AM,831.350,-0.1988,0.0000,-7.726,95.520,4.01,5.01,136.2
225,01/08/23 05:57:49 AM,831.150,-0.2039,0.0000,-6.075,95.192,5.34,7.01,113.7
226,01/08/23 06:07:49 AM,830.850,-0.2039,0.0000,-6.238,94.464,5.68,7.68,110.9
227,01/08/23 06:17:49 AM,830.650,-0.2039,0.0000,-6.179,94.447,5.68,7.01,112.3
228,01/08/23 06:27:49 AM,830.650,-0.2039,0.0000,-6.442,93.793,5.01,6.01,119.3
229,01/08/23 06:37:49 AM,830.950,-0.1988,0.0000,-6.935,94.263,4.01,5.01,133.4
230,01/08/23 06:47:49 AM,831.150,-0.1988,0.0000,-7.327,93.993,3.01,4.01,137.6
231,01/08/23 06:57:49 AM,831.350,-0.2039,0.0000,-8.257,94.859,3.34,4.34,133.4
232,01/08/23 07:07:49 AM,831.350,-0.1988,0.0000,-7.986,95.070,4.34,5.68,102.5
233,01/08/23 07:17:49 AM,831.250,-0.2039,0.0000,-7.734,94.615,4.68,5.68,98.3
234,01/08/23 07:27:49 AM,831.050,-0.2039,0.0000,-7.405,94.974,4.68,7.01,116.5
235,01/08/23 07:37:49 AM,831.150,-0.1988,0.0000,-7.190,93.872,4.01,6.01,124.9
236,01/08/23 07:47:49 AM,830.950,-0.1988,0.0000,-7.279,94.891,3.01,4.01,139.0
237,01/08/23 07:57:49 AM,830.650,-0.2039,0.0000,-6.276,94.699,4.01,6.01,116.5
238,01/08/23 08:07:49 AM,830.550,-0.1988,0.0000,-5.549,93.300,4.01,5.34,105.3
239,01/08/23 08:17:49 AM,831.050,-0.2039,0.0000,-5.472,92.625,2.34,4.01,155.8
240,01/08/23 08:27:49 AM,831.350,-0.2039,0.0000,-5.579,92.523,3.67,5.34,167.1
241,01/08/23 08:37:49 AM,831.050,-0.1988,0.0000,-5.662,93.410,3.01,4.34,139.0
242,01/08/23 08:47:49 AM,830.950,-0.2039,0.0000,-5.480,93.356,4.01,5.01,120.7
243,01/08/23 08:57:49 AM,831.050,-0.2039,0.0000,-5.257,93.112,4.01,5.34,119.3
244,01/08/23 09:07:49 AM,831.150,-0.2039,0.0000,-4.796,91.794,3.34,4.68,117.9
245,01/08/23 09:17:49 AM,831.250,-0.2039,0.0000,-4.903,92.033,2.67,4.01,129.2
246,01/08/23 09:27:49 AM,831.450,-0.2039,0.0000,-5.088,92.111,1.67,2.67,168.5
247,01/08/23 09:37:49 AM,831.450,-0.2039,0.0000,-4.549,93.037,2.00,3.67,112.3
248,01/08/23 09:47:49 AM,831.650,-0.2039,0.0000,-4.013,92.448,3.01,4.01,134.8
249,01/08/23 09:57:49 AM,831.750,-0.1988,0.0000,-4.276,92.544,2.34,3.34,164.3
250,01/08/23 10:07:49 AM,831.850,-0.2039,0.0000,-4.236,93.198,3.01,4.01,148.8
251,01/08/23 10:17:49 AM,831.850,-0.2039,0.0000,-4.029,93.227,3.34,4.34,130.6
252,01/08/23 10:27:49 AM,831.850,-0.1988,0.0000,-3.858,92.766,3.34,4.01,123.5
253,01/08/23 10:37:49 AM,832.050,-0.2039,0.0000,-3.442,91.658,4.34,5.34,129.2
