"Plot Title: site1km"
"#","Date Time, GMT-06:00","Pressure, mbar (LGR S/N: 21623136, SEN S/N: 21318865)","Voltage, V (LGR S/N: 21623136, SEN S/N: 21378796)","Current, mA (LGR S/N: 21623136, SEN S/N: 21378796)","Wind Speed, m/s (LGR S/N: 21623136, SEN S/N: 21534756)","Gust Speed, m/s (LGR S/N: 21623136, SEN S/N: 21534756)","Wind Direction, ø (LGR S/N: 21623136, SEN S/N: 21534756)","Temp, °C (LGR S/N: 21623136, SEN S/N: 21549906)","RH, % (LGR S/N: 21623136, SEN S/N: 21549906)"
1135,11/12/23 04:02:52 PM,835.850,-0.2039,0.0000,6.35,10.69,64.6,9.649,43.256
1136,11/12/23 04:12:52 PM,835.750,-0.1988,0.0000,6.35,10.02,66.0,9.601,42.907
1137,11/12/23 04:22:52 PM,835.650,-0.1988,0.0000,6.35,9.02,64.6,9.582,43.099
1138,11/12/23 04:32:52 PM,835.550,-0.1988,0.0000,6.35,9.35,64.6,9.598,43.410
1139,11/12/23 04:42:52 PM,835.550,-0.1988,0.0000,6.68,9.02,61.8,9.429,43.919
1140,11/12/23 04:52:52 PM,835.350,-0.1988,0.0000,6.35,9.68,61.8,9.287,44.302
1141,11/12/23 05:02:52 PM,835.350,-0.1988,0.0000,6.01,8.68,64.6,9.317,44.520
1142,11/12/23 05:12:52 PM,835.350,-0.2039,0.0000,6.68,8.68,66.0,9.191,44.836
1143,11/12/23 05:22:52 PM,835.350,-0.1988,0.0000,6.01,8.35,66.0,8.738,45.457
1144,11/12/23 05:32:52 PM,835.350,-0.2039,0.0000,5.34,8.68,71.6,8.341,47.239
1145,11/12/23 05:42:52 PM,835.150,-0.2039,0.0000,5.34,7.01,68.8,7.939,48.951
1146,11/12/23 05:52:52 PM,835.050,-0.1988,0.0000,5.68,8.02,70.2,7.657,50.106
1147,11/12/23 06:02:52 PM,835.050,-0.1988,0.0000,5.34,7.35,70.2,7.150,52.204
1148,11/12/23 06:12:52 PM,834.950,-0.2039,0.0000,5.01,7.01,70.2,6.799,52.874
1149,11/12/23 06:22:52 PM,834.950,-0.2039,0.0000,4.68,7.01,70.2,6.239,54.806
1150,11/12/23 06:32:52 PM,834.850,-0.1988,0.0000,5.01,6.68,71.6,5.778,57.111
1151,11/12/23 06:42:52 PM,834.650,-0.2039,0.0000,4.68,6.35,70.2,5.518,58.799
1152,11/12/23 06:52:52 PM,834.550,-0.2039,0.0000,5.01,7.35,70.2,5.445,58.364
1153,11/12/23 07:02:52 PM,834.450,-0.1988,0.0000,5.34,7.35,71.6,5.220,58.691
1154,11/12/23 07:12:52 PM,834.450,-0.2039,0.0000,4.68,6.35,75.8,4.598,61.041
1155,11/12/23 07:22:52 PM,834.350,-0.2039,0.0000,4.68,7.01,78.6,4.469,61.646
1156,11/12/23 07:32:52 PM,834.350,-0.2039,0.0000,5.01,7.01,81.4,4.547,61.114
1157,11/12/23 07:42:52 PM,834.350,-0.2039,0.0000,4.68,6.68,80.0,4.362,61.744
1158,11/12/23 07:52:52 PM,834.250,-0.2039,0.0000,4.68,6.35,77.2,4.346,61.796
1159,11/12/23 08:02:52 PM,834.350,-0.1988,0.0000,4.34,6.01,75.8,4.327,61.682
1160,11/12/23 08:12:52 PM,834.450,-0.2039,0.0000,3.67,5.68,75.8,4.223,61.718
1161,11/12/23 08:22:52 PM,834.550,-0.2039,0.0000,3.34,5.01,82.8,3.971,62.547
1162,11/12/23 08:32:52 PM,834.550,-0.2039,0.0000,4.34,6.35,87.0,4.301,60.726
1163,11/12/23 08:42:52 PM,834.450,-0.2039,0.0000,5.34,7.01,78.6,4.681,58.853
1164,11/12/23 08:52:52 PM,834.550,-0.2039,0.0000,4.68,6.35,77.2,4.263,60.467
1165,11/12/23 09:02:52 PM,834.650,-0.2039,0.0000,4.01,5.34,77.2,3.577,63.261
1166,11/12/23 09:12:52 PM,834.650,-0.2039,0.0000,3.34,5.01,81.4,3.209,64.436
1167,11/12/23 09:22:52 PM,834.450,-0.1988,0.0000,3.67,5.01,88.4,3.502,63.143
1168,11/12/23 09:32:52 PM,834.250,-0.2039,0.0000,4.34,6.35,80.0,3.708,61.984
1169,11/12/23 09:42:52 PM,834.250,-0.2039,0.0000,4.34,5.68,82.8,3.526,62.266
1170,11/12/23 09:52:52 PM,834.250,-0.2039,0.0000,4.34,6.01,85.6,3.067,64.236
1171,11/12/23 10:02:52 PM,834.350,-0.2039,0.0000,4.01,5.34,91.3,3.284,62.893
1172,11/12/23 10:12:52 PM,834.350,-0.2039,0.0000,3.67,5.34,98.3,3.078,63.542
1173,11/12/23 10:22:52 PM,834.450,-0.2039,0.0000,3.01,4.34,106.7,2.255,66.748
1174,11/12/23 10:32:52 PM,834.450,-0.2039,0.0000,2.67,4.01,119.3,1.595,69.345
1175,11/12/23 10:42:52 PM,834.550,-0.1988,0.0000,2.67,3.67,146.0,1.510,69.648
1176,11/12/23 10:52:52 PM,834.650,-0.2039,0.0000,2.34,3.34,151.6,1.708,68.312
1177,11/12/23 11:02:52 PM,834.750,-0.2039,0.0000,1.67,2.67,148.8,1.821,67.306
1178,11/12/23 11:12:52 PM,834.750,-0.2039,0.0000,1.67,2.67,136.2,2.217,65.051
1179,11/12/23 11:22:52 PM,834.750,-0.2039,0.0000,1.34,2.34,123.5,2.397,64.005
1180,11/12/23 11:32:52 PM,834.850,-0.2039,0.0000,1.34,2.34,115.1,2.204,64.605
1181,11/12/23 11:42:52 PM,834.850,-0.2039,0.0000,1.34,2.00,113.7,2.035,64.765
1182,11/12/23 11:52:52 PM,834.850,-0.2039,0.0000,1.34,2.00,110.9,1.531,65.686
1183,11/13/23 12:02:52 AM,834.850,-0.2039,0.0000,1.67,2.34,106.7,0.582,68.951
1184,11/13/23 12:12:52 AM,834.750,-0.2039,0.0000,1.34,2.34,88.4,0.536,69.674
1185,11/13/23 12:22:52 AM,834.650,-0.2039,0.0000,1.67,2.00,66.0,0.952,68.046
1186,11/13/23 12:32:52 AM,834.650,-0.2039,0.0000,1.00,1.67,61.8,0.807,68.368
1187,11/13/23 12:42:52 AM,834.550,-0.2039,0.0000,1.00,2.00,73.0,0.547,69.447
1188,11/13/23 12:52:52 AM,834.450,-0.2039,0.0000,1.00,1.34,85.6,0.762,69.386
1189,11/13/23 01:02:52 AM,834.550,-0.2039,0.0000,1.00,1.67,82.8,1.040,68.844
1190,11/13/23 01:12:52 AM,834.550,-0.2039,0.0000,1.00,1.67,84.2,1.274,68.565
1191,11/13/23 01:22:52 AM,834.550,-0.2039,0.0000,1.34,1.67,84.2,1.360,67.475
1192,11/13/23 01:32:52 AM,834.550,-0.2039,0.0000,1.34,2.00,70.2,1.290,66.847
1193,11/13/23 01:42:52 AM,834.550,-0.2039,0.0000,1.67,2.34,47.7,1.298,66.572
1194,11/13/23 01:52:52 AM,834.550,-0.2039,0.0000,2.00,2.34,43.5,1.590,65.034
1195,11/13/23 02:02:52 AM,834.550,-0.2039,0.0000,1.34,2.00,56.2,1.735,64.828
1196,11/13/23 02:12:52 AM,834.650,-0.2039,0.0000,1.00,1.67,54.8,1.051,68.365
1197,11/13/23 02:22:52 AM,834.550,-0.2039,0.0000,1.00,1.34,75.8,0.309,72.227
1198,11/13/23 02:32:52 AM,834.450,-0.2039,0.0000,1.00,1.34,80.0,0.003,73.632
1199,11/13/23 02:42:52 AM,834.550,-0.2039,0.0000,1.34,1.67,51.9,0.984,67.895
1200,11/13/23 02:52:52 AM,834.650,-0.2039,0.0000,1.00,1.34,53.3,1.703,64.654
1201,11/13/23 03:02:52 AM,834.550,-0.2039,0.0000,0.33,1.34,56.2,1.059,67.301
1202,11/13/23 03:12:52 AM,834.550,-0.2039,0.0000,1.00,1.67,53.3,1.349,65.541
1203,11/13/23 03:22:52 AM,834.550,-0.2039,0.0000,0.33,1.00,51.9,0.965,67.045
1204,11/13/23 03:32:52 AM,834.550,-0.2039,0.0000,0.00,1.00,50.5,1.124,65.620
1205,11/13/23 03:42:52 AM,834.550,-0.2039,0.0000,0.67,1.00,46.3,1.215,65.359
1206,11/13/23 03:52:52 AM,834.550,-0.2039,0.0000,0.00,0.67,44.9,1.445,64.070
1207,11/13/23 04:02:52 AM,834.550,-0.2039,0.0000,0.00,0.67,44.9,1.024,65.820
1208,11/13/23 04:12:52 AM,834.650,-0.2039,0.0000,0.00,0.67,44.9,1.070,65.403
1209,11/13/23 04:22:52 AM,834.550,-0.2039,0.0000,0.00,0.67,44.9,0.679,66.816
1210,11/13/23 04:32:52 AM,834.350,-0.2039,0.0000,0.00,0.67,44.9,0.373,69.560
1211,11/13/23 04:42:52 AM,834.350,-0.2039,0.0000,0.33,1.34,53.3,-0.338,73.498
1212,11/13/23 04:52:52 AM,834.450,-0.1988,0.0000,0.67,1.00,85.6,-0.464,74.745
1213,11/13/23 05:02:52 AM,834.450,-0.2039,0.0000,0.33,1.00,63.2,0.126,71.308
1214,11/13/23 05:12:52 AM,834.250,-0.2039,0.0000,1.00,1.67,50.5,0.258,71.176
1215,11/13/23 05:22:52 AM,834.450,-0.2039,0.0000,0.00,0.00,37.9,-0.040,73.387
1216,11/13/23 05:32:52 AM,834.350,-0.2039,0.0000,0.33,1.34,35.1,-0.378,74.585
1217,11/13/23 05:42:52 AM,834.450,-0.2039,0.0000,0.67,1.34,7.0,0.346,69.512
1218,11/13/23 05:52:52 AM,834.450,-0.2039,0.0000,0.33,0.67,7.0,0.317,69.909
1219,11/13/23 06:02:52 AM,834.450,-0.2039,0.0000,0.33,1.00,14.0,0.132,70.674
1220,11/13/23 06:12:52 AM,834.450,-0.2039,0.0000,0.33,1.00,18.3,0.086,70.405
1221,11/13/23 06:22:52 AM,834.550,-0.2039,0.0000,0.00,0.33,19.7,0.201,70.568
1222,11/13/23 06:32:52 AM,834.450,-0.2039,0.0000,0.33,2.00,23.9,-0.142,72.871
1223,11/13/23 06:42:52 AM,834.350,-0.2039,0.0000,1.00,2.00,46.3,0.941,67.640
1224,11/13/23 06:52:52 AM,834.450,-0.2039,0.0000,0.67,1.00,51.9,-0.281,74.443
1225,11/13/23 07:02:52 AM,834.450,-0.2039,0.0000,0.33,1.00,56.2,-0.901,76.875
1226,11/13/23 07:12:52 AM,834.550,-0.2039,0.0000,0.33,1.00,44.9,0.073,70.327
1227,11/13/23 07:22:52 AM,834.550,-0.2039,0.0000,0.33,1.00,35.1,0.609,66.995
1228,11/13/23 07:32:52 AM,834.550,-0.2039,0.0000,0.00,0.00,35.1,0.140,68.545
1229,11/13/23 07:42:52 AM,834.550,-0.2039,0.0000,0.00,1.00,35.1,-0.442,70.915
1230,11/13/23 07:52:52 AM,834.550,-0.2039,0.0000,0.67,1.00,30.9,-0.002,69.186
1231,11/13/23 08:02:52 AM,834.450,-0.2039,0.0000,0.00,0.67,30.9,-0.220,71.386
1232,11/13/23 08:12:52 AM,834.550,-0.2039,0.0000,0.00,1.00,29.5,-0.654,72.569
1233,11/13/23 08:22:52 AM,834.650,-0.2039,0.0000,0.33,1.00,29.5,-0.506,71.572
1234,11/13/23 08:32:52 AM,834.550,-0.2039,0.0000,0.00,0.00,37.9,-0.667,72.696
1235,11/13/23 08:42:52 AM,834.650,-0.2039,0.0000,0.00,0.00,37.9,-0.627,72.407
1236,11/13/23 08:52:52 AM,834.650,-0.2039,0.0000,0.00,0.00,37.9,-0.624,72.189
1237,11/13/23 09:02:52 AM,834.750,-0.2039,0.0000,0.00,0.00,37.9,-0.308,70.823
1238,11/13/23 09:12:52 AM,834.850,-0.2039,0.0000,0.00,0.00,37.9,-0.195,70.326
1239,11/13/23 09:22:52 AM,834.850,-0.2039,0.0000,0.33,1.00,37.9,-0.252,71.809
1240,11/13/23 09:32:52 AM,834.950,-0.2039,0.0000,0.67,1.00,37.9,-0.228,73.419
1241,11/13/23 09:42:52 AM,834.950,-0.2039,0.0000,0.67,1.34,51.9,0.102,72.284
1242,11/13/23 09:52:52 AM,834.850,-0.2039,0.0000,1.00,1.67,56.2,0.435,70.864
1243,11/13/23 10:02:52 AM,834.850,-0.2039,0.0000,1.00,1.34,66.0,0.877,68.798
1244,11/13/23 10:12:52 AM,834.950,-0.2039,0.0000,0.33,1.00,59.0,1.274,68.154
1245,11/13/23 10:22:52 AM,834.950,-0.2039,0.0000,0.33,1.34,59.0,2.386,63.743
1246,11/13/23 10:32:52 AM,834.850,-0.2039,0.0000,0.33,1.00,64.6,3.480,62.757
1247,11/13/23 10:42:52 AM,834.550,-0.2039,0.0000,1.00,1.34,80.0,4.990,53.568
1248,11/13/23 10:52:52 AM,834.750,-0.2039,0.0000,1.34,2.34,91.3,5.327,49.747
1249,11/13/23 11:02:52 AM,834.450,-0.2039,0.0000,1.67,2.67,88.4,5.821,48.714
1250,11/13/23 11:12:52 AM,834.650,-0.2039,0.0000,2.34,3.67,80.0,6.569,46.729
1251,11/13/23 11:22:52 AM,834.750,-0.2039,0.0000,2.34,3.34,84.2,6.893,45.019
1252,11/13/23 11:32:52 AM,834.850,-0.2039,0.0000,3.01,4.68,73.0,7.569,42.028
1253,11/13/23 11:42:52 AM,834.950,-0.1988,0.0000,3.01,4.68,84.2,7.478,42.448
1254,11/13/23 11:52:52 AM,834.950,-0.1988,0.0000,3.34,4.34,87.0,7.464,42.827
1255,11/13/23 12:02:52 PM,834.950,-0.1988,0.0000,3.34,4.68,82.8,7.510,42.196
1256,11/13/23 12:12:52 PM,834.650,-0.2039,0.0000,3.34,5.01,80.0,7.893,42.238
1257,11/13/23 12:22:52 PM,834.550,-0.2039,0.0000,3.67,5.68,84.2,8.646,40.443
1258,11/13/23 12:32:52 PM,834.750,-0.2039,0.0000,3.67,5.34,89.9,8.381,41.059
1259,11/13/23 12:42:52 PM,834.650,-0.2039,0.0000,3.34,5.34,84.2,8.810,40.717
1260,11/13/23 12:52:52 PM,834.350,-0.1988,0.0000,3.67,5.68,68.8,9.512,39.351
1261,11/13/23 01:02:52 PM,834.450,-0.2039,0.0000,4.01,5.01,74.4,9.113,39.210
1262,11/13/23 01:12:52 PM,834.250,-0.2039,0.0000,3.34,5.01,71.6,9.456,38.907
1263,11/13/23 01:22:52 PM,834.150,-0.2039,0.0000,4.01,5.68,71.6,9.537,37.467
1264,11/13/23 01:32:52 PM,834.050,-0.1988,0.0000,3.01,4.34,78.6,9.360,39.350
1265,11/13/23 01:42:52 PM,833.650,-0.1988,0.0000,2.67,4.34,80.0,10.003,37.740
1266,11/13/23 01:52:52 PM,833.650,-0.1988,0.0000,3.01,4.34,70.2,10.494,36.530
1267,11/13/23 02:02:52 PM,832.950,-0.1988,0.0000,3.67,5.34,73.0,11.201,33.640
1268,11/13/23 02:12:52 PM,833.150,-0.1988,0.0000,3.34,4.68,77.2,11.065,34.775
1269,11/13/23 02:22:52 PM,832.950,-0.1988,0.0000,3.34,4.68,80.0,11.140,33.582
1270,11/13/23 02:32:52 PM,832.550,-0.1988,0.0000,3.01,4.68,64.6,11.751,32.157
1271,11/13/23 02:42:52 PM,832.750,-0.1988,0.0000,2.34,3.67,77.2,12.043,32.198
1272,11/13/23 02:52:52 PM,833.050,-0.1988,0.0000,2.00,4.01,78.6,11.596,32.541
1273,11/13/23 03:02:52 PM,832.650,-0.1988,0.0000,2.34,4.01,84.2,12.159,31.559
1274,11/13/23 03:12:52 PM,832.350,-0.1988,0.0000,2.00,4.01,91.3,13.025,29.630
1275,11/13/23 03:22:52 PM,832.550,-0.1988,0.0000,2.67,4.01,88.4,12.502,30.933
1276,11/13/23 03:32:52 PM,832.750,-0.1988,0.0000,3.01,5.34,85.6,12.083,31.101
1277,11/13/23 03:42:52 PM,832.750,-0.1988,0.0000,2.34,4.01,94.1,12.223,30.393
1278,11/13/23 03:52:52 PM,832.950,-0.1988,0.0000,2.00,3.34,105.3,12.156,31.055
1279,11/13/23 04:02:52 PM,833.150,-0.1988,0.0000,1.34,2.67,91.3,12.159,31.295
1280,11/13/23 04:12:52 PM,833.250,-0.1988,0.0000,0.67,2.34,82.8,12.030,29.767
1281,11/13/23 04:22:52 PM,833.250,-0.1988,0.0000,0.33,1.67,53.3,12.268,30.417
1282,11/13/23 04:32:52 PM,833.350,-0.1988,0.0000,0.67,1.00,37.9,12.022,31.499
1283,11/13/23 04:42:52 PM,833.350,-0.1988,0.0000,0.67,2.67,12.6,11.826,30.619
1284,11/13/23 04:52:52 PM,833.350,-0.1988,0.0000,0.33,1.00,30.9,11.593,33.051
1285,11/13/23 05:02:52 PM,833.350,-0.1988,0.0000,0.33,1.34,32.3,11.314,33.542
1286,11/13/23 05:12:52 PM,833.350,-0.1988,0.0000,0.33,0.67,32.3,10.974,35.044
1287,11/13/23 05:22:52 PM,833.350,-0.1988,0.0000,0.00,1.00,32.3,10.668,35.514
1288,11/13/23 05:32:52 PM,833.350,-0.1988,0.0000,0.00,0.00,32.3,10.282,36.806
1289,11/13/23 05:42:52 PM,833.350,-0.2039,0.0000,0.00,0.33,32.3,9.821,38.079
1290,11/13/23 05:52:52 PM,833.450,-0.1988,0.0000,0.00,0.00,32.3,9.258,39.001
1291,11/13/23 06:02:52 PM,833.450,-0.1988,0.0000,0.00,0.67,32.3,8.767,40.999
1292,11/13/23 06:12:52 PM,833.450,-0.1988,0.0000,0.00,0.00,32.3,8.330,41.431
1293,11/13/23 06:22:52 PM,833.450,-0.1988,0.0000,0.00,0.00,32.3,7.746,43.664
1294,11/13/23 06:32:52 PM,833.450,-0.2039,0.0000,0.00,0.00,32.3,7.000,45.382
1295,11/13/23 06:42:52 PM,833.450,-0.1988,0.0000,0.00,0.00,32.3,6.153,47.572
1296,11/13/23 06:52:52 PM,833.450,-0.1988,0.0000,0.00,0.00,32.3,5.799,48.635
1297,11/13/23 07:02:52 PM,833.450,-0.2039,0.0000,0.00,0.00,32.3,5.124,51.159
1298,11/13/23 07:12:52 PM,833.450,-0.2039,0.0000,0.00,0.00,32.3,4.370,52.386
1299,11/13/23 07:22:52 PM,833.550,-0.2039,0.0000,0.00,2.00,35.1,4.909,48.464
1300,11/13/23 07:32:52 PM,833.550,-0.2039,0.0000,0.67,2.00,60.4,2.797,60.565
1301,11/13/23 07:42:52 PM,833.650,-0.2039,0.0000,0.33,1.00,2.8,3.982,53.960
1302,11/13/23 07:52:52 PM,833.650,-0.2039,0.0000,0.33,1.34,0.0,3.821,52.784
1303,11/13/23 08:02:52 PM,833.750,-0.2039,0.0000,0.00,0.00,355.2,3.108,55.831
1304,11/13/23 08:12:52 PM,833.850,-0.1988,0.0000,0.33,1.00,332.7,3.901,50.729
1305,11/13/23 08:22:52 PM,833.850,-0.2039,0.0000,0.33,2.34,329.9,4.124,51.765
1306,11/13/23 08:32:52 PM,833.950,-0.2039,0.0000,0.33,0.67,124.9,1.134,66.120
1307,11/13/23 08:42:52 PM,833.950,-0.2039,0.0000,0.33,1.00,101.1,2.258,58.950
1308,11/13/23 08:52:52 PM,834.050,-0.2039,0.0000,0.00,0.00,101.1,1.971,58.511
1309,11/13/23 09:02:52 PM,833.950,-0.2039,0.0000,0.33,1.00,105.3,2.303,56.289
1310,11/13/23 09:12:52 PM,833.950,-0.1988,0.0000,0.33,1.34,259.7,2.424,55.792
1311,11/13/23 09:22:52 PM,834.050,-0.2039,0.0000,0.33,1.34,136.2,0.180,66.711
1312,11/13/23 09:32:52 PM,834.050,-0.2039,0.0000,0.00,0.67,136.2,1.662,60.122
1313,11/13/23 09:42:52 PM,834.050,-0.2039,0.0000,0.33,1.00,92.7,1.574,58.949
1314,11/13/23 09:52:52 PM,834.050,-0.2039,0.0000,0.00,0.67,94.1,0.113,65.148
1315,11/13/23 10:02:52 PM,834.150,-0.2039,0.0000,0.33,1.00,190.9,-0.734,68.707
1316,11/13/23 10:12:52 PM,834.150,-0.2039,0.0000,0.00,0.67,228.8,0.598,61.657
1317,11/13/23 10:22:52 PM,834.150,-0.2039,0.0000,0.00,0.00,228.8,-0.375,64.784
1318,11/13/23 10:32:52 PM,834.250,-0.2039,0.0000,0.00,0.67,228.8,-0.667,66.447
1319,11/13/23 10:42:52 PM,834.350,-0.2039,0.0000,0.00,0.00,228.8,-0.804,67.329
1320,11/13/23 10:52:52 PM,834.350,-0.2039,0.0000,0.00,0.00,228.8,-1.506,69.770
1321,11/13/23 11:02:52 PM,834.450,-0.2039,0.0000,0.00,0.00,228.8,-1.640,70.335
1322,11/13/23 11:12:52 PM,834.650,-0.2039,0.0000,0.33,1.00,228.8,-1.458,68.876
1323,11/13/23 11:22:52 PM,834.650,-0.2039,0.0000,0.33,1.00,228.8,-0.828,67.222
1324,11/13/23 11:32:52 PM,834.650,-0.2039,0.0000,0.00,1.00,228.8,0.113,63.185
1325,11/13/23 11:42:52 PM,834.650,-0.2039,0.0000,0.00,0.67,228.8,-1.053,68.110
1326,11/13/23 11:52:52 PM,834.650,-0.2039,0.0000,0.33,1.00,261.1,-0.887,67.204
1327,11/14/23 12:02:52 AM,834.650,-0.2039,0.0000,0.00,0.00,261.1,-2.158,73.007
1328,11/14/23 12:12:52 AM,834.650,-0.2039,0.0000,0.00,0.00,261.1,-0.984,67.141
1329,11/14/23 12:22:52 AM,834.650,-0.2039,0.0000,0.00,0.67,261.1,-0.367,63.925
1330,11/14/23 12:32:52 AM,834.650,-0.2039,0.0000,0.33,1.00,279.4,-1.523,68.231
1331,11/14/23 12:42:52 AM,834.750,-0.2039,0.0000,0.00,0.00,286.4,-1.582,69.194
1332,11/14/23 12:52:52 AM,834.650,-0.2039,0.0000,0.00,0.00,286.4,-0.890,65.196
1333,11/14/23 01:02:52 AM,834.650,-0.2039,0.0000,0.00,0.00,286.4,-2.104,68.963
1334,11/14/23 01:12:52 AM,834.750,-0.2039,0.0000,0.00,0.00,286.4,-2.909,72.668
1335,11/14/23 01:22:52 AM,834.750,-0.2039,0.0000,0.00,0.67,286.4,-2.919,73.471
1336,11/14/23 01:32:52 AM,834.750,-0.2039,0.0000,0.00,0.33,286.4,-2.587,71.458
1337,11/14/23 01:42:52 AM,834.550,-0.2039,0.0000,0.00,0.00,286.4,-3.126,73.735
1338,11/14/23 01:52:52 AM,834.550,-0.2039,0.0000,0.00,0.00,286.4,-3.466,74.792
1339,11/14/23 02:02:52 AM,834.450,-0.2039,0.0000,0.00,0.00,286.4,-4.249,78.140
1340,11/14/23 02:12:52 AM,834.450,-0.2039,0.0000,0.00,0.00,286.4,-3.906,78.312
1341,11/14/23 02:22:52 AM,834.350,-0.2039,0.0000,0.00,0.00,286.4,-3.169,75.749
1342,11/14/23 02:32:52 AM,834.350,-0.2039,0.0000,0.00,0.00,286.4,-2.651,73.144
1343,11/14/23 02:42:52 AM,834.350,-0.2039,0.0000,0.00,0.00,286.4,-2.657,72.496
1344,11/14/23 02:52:52 AM,834.350,-0.2039,0.0000,0.00,0.00,286.4,-2.241,70.690
1345,11/14/23 03:02:52 AM,834.450,-0.2039,0.0000,0.00,0.33,286.4,-1.375,66.511
1346,11/14/23 03:12:52 AM,834.450,-0.2039,0.0000,0.00,0.00,286.4,-2.898,70.814
1347,11/14/23 03:22:52 AM,834.350,-0.2039,0.0000,0.00,0.00,286.4,-3.504,74.672
1348,11/14/23 03:32:52 AM,834.350,-0.2039,0.0000,0.00,0.00,286.4,-3.238,74.316
1349,11/14/23 03:42:52 AM,834.450,-0.2039,0.0000,0.00,0.33,286.4,-3.523,76.085
1350,11/14/23 03:52:52 AM,834.450,-0.2039,0.0000,0.00,0.00,286.4,-3.850,77.311
1351,11/14/23 04:02:52 AM,834.450,-0.2039,0.0000,0.00,0.00,286.4,-4.019,78.701
1352,11/14/23 04:12:52 AM,834.250,-0.2039,0.0000,0.00,0.00,286.4,-3.482,76.530
1353,11/14/23 04:22:52 AM,834.250,-0.2039,0.0000,0.00,0.00,286.4,-3.246,74.574
1354,11/14/23 04:32:52 AM,834.250,-0.2039,0.0000,0.00,0.00,286.4,-3.981,77.693
1355,11/14/23 04:42:52 AM,834.250,-0.2039,0.0000,0.00,0.00,286.4,-3.431,75.976
1356,11/14/23 04:52:52 AM,834.250,-0.2039,0.0000,0.00,0.33,286.4,-2.271,70.068
1357,11/14/23 05:02:52 AM,834.250,-0.2039,0.0000,0.00,0.67,286.4,-3.624,74.298
1358,11/14/23 05:12:52 AM,834.150,-0.2039,0.0000,0.67,1.00,329.9,-3.482,76.037
1359,11/14/23 05:22:52 AM,834.250,-0.2039,0.0000,0.67,1.34,313.1,-3.515,73.912
1360,11/14/23 05:32:52 AM,834.250,-0.2039,0.0000,0.33,1.00,296.2,-3.332,73.594
1361,11/14/23 05:42:52 AM,834.250,-0.2039,0.0000,0.00,0.00,296.2,-3.354,74.051
1362,11/14/23 05:52:52 AM,834.150,-0.2039,0.0000,0.00,0.00,296.2,-3.777,74.823
1363,11/14/23 06:02:52 AM,834.150,-0.2039,0.0000,0.00,0.67,314.5,-5.826,81.950
1364,11/14/23 06:12:52 AM,834.050,-0.2039,0.0000,0.00,0.00,317.3,-5.978,84.202
1365,11/14/23 06:22:52 AM,834.050,-0.2039,0.0000,0.00,0.00,317.3,-5.292,82.522
1366,11/14/23 06:32:52 AM,834.150,-0.2039,0.0000,0.00,0.00,317.3,-5.099,81.073
1367,11/14/23 06:42:52 AM,834.150,-0.2039,0.0000,0.00,0.00,317.3,-5.163,81.599
1368,11/14/23 06:52:52 AM,834.150,-0.2039,0.0000,0.00,0.33,317.3,-4.809,80.908
1369,11/14/23 07:02:52 AM,834.250,-0.2039,0.0000,0.00,0.00,317.3,-4.764,80.325
1370,11/14/23 07:12:52 AM,834.450,-0.2039,0.0000,0.00,0.00,317.3,-3.917,77.411
1371,11/14/23 07:22:52 AM,834.450,-0.2039,0.0000,0.00,0.33,317.3,-3.978,75.801
1372,11/14/23 07:32:52 AM,834.450,-0.2039,0.0000,0.00,0.00,317.3,-4.281,77.704
1373,11/14/23 07:42:52 AM,834.450,-0.2039,0.0000,0.00,0.00,317.3,-3.901,76.938
1374,11/14/23 07:52:52 AM,834.450,-0.2039,0.0000,0.00,0.00,317.3,-4.142,79.289
1375,11/14/23 08:02:52 AM,834.550,-0.2039,0.0000,0.00,0.00,317.3,-4.338,80.554
1376,11/14/23 08:12:52 AM,834.550,-0.2039,0.0000,0.00,0.00,317.3,-4.622,83.015
1377,11/14/23 08:22:52 AM,834.550,-0.2039,0.0000,0.00,0.00,317.3,-4.871,84.387
1378,11/14/23 08:32:52 AM,834.550,-0.2039,0.0000,0.00,0.00,317.3,-5.037,85.214
1379,11/14/23 08:42:52 AM,834.450,-0.2039,0.0000,0.00,0.00,317.3,-4.657,83.836
1380,11/14/23 08:52:52 AM,834.350,-0.2039,0.0000,0.33,1.34,325.7,-3.238,78.460
1381,11/14/23 09:02:52 AM,834.250,-0.2039,0.0000,0.33,1.34,0.0,-2.214,75.846
1382,11/14/23 09:12:52 AM,834.150,-0.2039,0.0000,0.00,0.67,0.0,-1.611,75.198
1383,11/14/23 09:22:52 AM,834.250,-0.2039,0.0000,0.00,0.00,0.0,-0.324,71.960
1384,11/14/23 09:32:52 AM,834.250,-0.2039,0.0000,0.00,0.67,0.0,1.553,66.064
1385,11/14/23 09:42:52 AM,834.350,-0.2039,0.0000,0.33,1.34,9.8,2.850,59.698
1386,11/14/23 09:52:52 AM,834.350,-0.1988,0.0000,0.67,1.34,54.8,2.957,59.594
1387,11/14/23 10:02:52 AM,834.750,-0.2039,0.0000,0.67,1.34,70.2,2.368,66.043
1388,11/14/23 10:12:52 AM,834.450,-0.2039,0.0000,0.33,1.34,84.2,3.410,66.296
1389,11/14/23 10:22:52 AM,834.750,-0.2039,0.0000,1.34,2.34,102.5,4.191,61.051
1390,11/14/23 10:32:52 AM,834.850,-0.2039,0.0000,1.67,2.34,87.0,3.453,60.369
